annee,diplome,situation,remarque,disca,part_femmes,age_moyen_a_la_soutenance,part_docteurs_etrangers,eff_rep,taux_rep,part_docteurs_declarant_avoir_ete_finances_pour_realiser_la_these,taux_insertion,part_stable,part_cadre,part_temps_plein,part_secteur_academique,part_public_hors_secteur_academique,part_r_d_privee,part_privee_hors_secteur_academique_et_r_d,part_docteurs_en_emploi_a_l_etranger,part_docteurs_en_emploi_dans_la_meme_region_que_leur_etablissement,sal_net_q1_mensuel,sal_net_med_mensuel,sal_net_q3_mensuel,sal_brut_med_annuel,lib_etablissement_2014,numero_uai_ori,lib_etablissement_2020,numero_uai_2020
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,45,35,40,32,60,69,81,62,94,86,35,30,0,36,8,57,2074,2344,3531,33086,COMUE PARIS EST,0772710C,COMUE PARIS EST,0772710C
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,55,36,71,8,36,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,TOULON,0830766G,TOULON,0830766G
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,30,29,29,7,35,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,POITIERS,0860856N,POITIERS,0860856N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,27,31,54,9,35,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,UT BELFORT-MONTBELIARD,0900424X,UT BELFORT-MONTBELIARD,0900424X
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,46,35,55,7,63,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PARIS 11,0911101C,PARIS 11,0911101C
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,nd,nd,nd,2,50,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,EVRY,0911975C,EVRY,0911975C
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,34,27,5,18,28,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ENS CACHAN,0940607Z,ENS CACHAN,0940607Z
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,29,30,61,25,61,97,83,58,92,92,36,11,22,31,36,nd,1998,2125,2438,30928,UT TROYES,0101060Y,UT TROYES,0101060Y
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,56,35,37,48,60,41,83,66,92,95,51,44,0,5,19,nd,1700,1748,2167,24684,DIJON,0211237F,DIJON,0211237F
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,54,31,46,15,58,85,64,37,100,88,41,12,21,26,29,nd,1895,1895,2672,30324,INP TOULOUSE,0311381H,INP TOULOUSE,0311381H
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,55,30,20,51,55,86,74,35,88,97,62,17,15,7,36,nd,1552,1700,2322,24181,TOULOUSE 3,0311384L,TOULOUSE 3,0311384L
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,50,30,31,7,70,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,TOULOUSE 3,0311384L,TOULOUSE 3,0311384L
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,35,30,29,20,36,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,I.S.A.E.,0312760G,I.S.A.E.,0312760G
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,46,29,33,9,69,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,MONTPELLIER 1 (fermé),0341087X,U MONTPELLIER,0342321N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,69,31,24,25,56,81,76,42,95,100,77,8,5,10,47,nd,2057,2520,4628,35574,MONTPELLIER 1 (fermé),0341087X,U MONTPELLIER,0342321N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,53,30,44,61,61,95,72,37,90,97,65,16,5,14,52,nd,1748,2063,2267,31122,MONTPELLIER 2 (fermé),0341088Y,U MONTPELLIER,0342321N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,46,32,15,23,56,100,88,41,88,96,76,0,4,20,41,nd,1696,1954,2132,27588,MONTPELLIER SUPAGRO,0342222F,MONTPELLIER SUPAGRO,0342222F
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,33,34,40,28,58,60,91,51,100,97,68,27,0,5,50,nd,1748,2656,2869,37500,RENNES 1,0350936C,RENNES 1,0350936C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,50,29,28,25,69,82,88,54,100,94,55,11,22,12,36,nd,1750,1759,2569,28000,AGROCAMPUS OUEST,0352692L,AGROCAMPUS OUEST,0352692L
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,54,29,30,73,65,87,77,37,97,95,58,16,13,13,36,nd,1938,2188,2479,32000,COMUE GRENOBLE ALPES (fermé),0383412C,UNIVERSITE GRENOBLE ALPES,0383546Y
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,15,29,51,35,64,91,97,47,92,98,60,13,22,5,45,nd,1697,2168,2263,31944,EC. CENTRALE NANTES,0440100V,EC. CENTRALE NANTES,0440100V
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,2,100,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LILLE 1 (fermé),0593559Y,UNIVERSITE DE LILLE,0597065J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,2,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LITTORAL,0595964M,LITTORAL,0595964M
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,31,29,63,11,17,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,UT COMPIEGNE,0601223D,UT COMPIEGNE,0601223D
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,3,60,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ARTOIS,0623957P,ARTOIS,0623957P
2014,DOCTORAT,12 mois après le diplôme,,Sciences du vivant,72,30,25,46,77,79,90,41,88,92,65,23,4,7,39,nd,1763,1875,1990,26862,CLERMONT AUVERGNE,0632035V,CLERMONT AUVERGNE,0632035V
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,43,33,39,16,76,42,80,57,94,94,59,41,0,0,46,nd,1305,2022,2349,28548,CLERMONT AUVERGNE,0632035V,CLERMONT AUVERGNE,0632035V
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,50,29,35,21,81,95,60,48,100,100,72,0,15,13,35,nd,1596,1748,2039,24684,PERPIGNAN,0660437S,PERPIGNAN,0660437S
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,53,37,49,70,53,60,74,68,90,89,35,50,3,12,28,nd,1646,1763,2195,24888,UNIVERSITE DE STRASBOURG,0673021V,UNIVERSITE DE STRASBOURG,0673021V
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,30,29,51,70,51,80,83,60,90,100,36,7,25,33,30,nd,1875,2063,2430,31500,INSA LYON,0690192J,INSA LYON,0690192J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,33,35,43,6,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LYON 1,0691774D,LYON 1,0691774D
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,62,37,22,56,61,43,80,53,80,78,44,37,5,13,46,nd,1594,1911,2125,26976,LYON 2,0691775E,LYON 2,0691775E
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,32,36,41,16,47,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LYON 3,0692437Z,LYON 3,0692437Z
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,32,30,54,22,63,90,93,49,97,100,67,6,11,16,42,nd,1748,1748,2500,24684,LE MANS,0720916E,LE MANS,0720916E
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,48,33,48,92,50,72,87,55,95,90,61,19,1,18,29,nd,1851,2125,2813,30000,PARIS 1,0751717J,PARIS 1,0751717J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,66,39,48,12,11,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,PARIS 7,0751723R,PARIS 7,0751723R
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,nd,nd,nd,1,50,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ENS PARIS,0753455Y,ENS PARIS,0753455Y
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,55,40,43,9,19,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,CNAM PARIS,0753471R,CNAM PARIS,0753471R
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,68,37,34,25,61,55,76,62,87,95,51,32,0,17,14,nd,1697,1771,1870,25000,ROUEN,0761904G,ROUEN,0761904G
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,27,32,68,13,59,81,80,69,100,100,63,16,15,6,48,nd,2063,2345,2625,33100,LE HAVRE,0762762P,LE HAVRE,0762762P
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,30,29,62,52,38,91,91,55,98,94,46,13,22,18,16,nd,2055,2195,2571,34819,COMUE PARIS EST,0772710C,COMUE PARIS EST,0772710C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,68,31,29,13,52,46,78,46,100,88,60,0,16,25,12,nd,1748,1995,2813,31920,COMUE PARIS EST,0772710C,COMUE PARIS EST,0772710C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,56,35,33,7,39,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,PARIS 11,0911101C,PARIS 11,0911101C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,nd,nd,nd,2,50,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,EVRY,0911975C,EVRY,0911975C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,64,36,21,5,36,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,NOUVELLE CALEDONIE,9830445S,NOUVELLE CALEDONIE,9830445S
